"","region","country","mean_life","mean_alcohol","mean_amortality","mean_bmi","mean_water","mean_pop","mean_health_spend","mean_life60","mean_imort","mean_edu","mean_school","mean_gni"
"110","Europe","Denmark",79.0444052941177,10.5448547058824,84.7791858823529,25.1882352941176,99.9999988235294,5510.17188235294,9.55375176470588,22.2308111764706,0.00389588235294118,8.04066,12.7189383333333,36500
"111","Europe","Slovakia",75.1949852941176,10.8177205882353,128.595323529412,25.9235294117647,98.57982,5408.92076470588,6.75372588235294,19.7778729411765,0.006365,3.98700705882353,12.00778,18615
"112","Europe","Kyrgyzstan",68.3584070588235,6.00008882352941,205.067435294118,25.6176470588235,83.9400058823529,5357.20311764706,6.65306117647059,17.0827541176471,0.0302135294117647,5.57762235294118,11.01587,2271.42857142857
"113","Europe","Finland",79.7673582352941,9.44941176470588,89.1763052941176,25.9,100.000001176471,5330.39682352941,8.34812647058824,23.2494852941176,0.00267058823529412,6.37810764705882,12.7097866666667,33225
"114","Eastern Mediterranean","Lebanon",75.1917605882353,1.64285941176471,103.129368235294,26.9764705882353,89.0482794117647,5052.41176470588,8.31482294117647,19.4704682352941,0.0107305882352941,2.30353916666667,8.09212,12731.4285714286
"115","Europe","Turkmenistan",65.7654052941176,2.71759705882353,208.196947058824,25.5882352941176,93.0261311764706,5001.03182352941,6.66843117647059,17.0083158823529,0.0577823529411765,3.04925,NA,7201.42857142857
"116","Europe","Norway",80.7448758823529,6.21705882352941,67.9500441176471,26.2117647058824,100,4816.46470588235,8.78895294117647,23.5282423529412,0.00290235294117647,7.05040176470588,12.7048736363636,51368.5714285714
"117","Americas","Costa Rica",78.7094647058824,3.96035470588235,98.7224564705882,26.5941176470588,97.3077705882353,4452.30011764706,7.36020470588235,23.3941147058824,0.00912852941176471,5.795025625,8.48221222222222,10232.8571428571
"118","Europe","Croatia",76.2675176470588,11.5418552941176,110.37655,26.4588235294118,99.0719582352941,4336.50676470588,7.15841352941176,20.2486905882353,0.00527911764705882,4.11876222222222,10.56786,16256.4285714286
"119","Europe","Ireland",79.5887329411765,12.1937605882353,73.1077788235294,26.9470588235294,97.2865058823529,4324.85770588235,8.37028,22.5873070588235,0.00404147058823529,4.80832882352941,11.24839,32575.3846153846
"120","Western Pacific","New Zealand",80.5003917647059,9.13843647058824,74.3107764705882,27.4294117647059,100,4270.90952941177,8.74698529411765,23.8280576470588,0.00486058823529412,6.423456875,13.1939042857143,25466.1538461538
"121","Africa","Central African Republic",48.2152011764706,1.54333235294118,491.683888235294,22.2176470588235,50.7233817647059,4185.63982352941,4.44151470588235,15.0307370588235,0.111600588235294,1.40429727272727,NA,706.428571428571
"122","Europe","Georgia",72.4702452941176,5.66569058823529,148.770617647059,26.6470588235294,95.3082729411765,4151.72076470588,8.30464352941176,18.8072652941176,0.0186670588235294,2.64034307692308,12.59704,4795
"123","Europe","Republic of Moldova",69.23762,7.50849352941176,207.776364705882,26.4823529411765,85.8359576470588,4122.41629411765,8.10917529411765,16.5992023529412,0.0168920588235294,6.75439066666667,11.3064044444444,3501.42857142857
"124","Africa","Congo",58.9503182352941,3.33418294117647,341.544817647059,22.6470588235294,63.9652688235294,4020.56682352941,2.29698176470588,16.5346252941176,0.0553885294117647,3.56683428571429,NA,3412.85714285714
"125","Europe","Bosnia and Herzegovina",75.7594088235294,4.55596529411765,106.277555882353,25.2411764705882,96.7506,3753.344,8.87543941176471,19.5993888235294,0.00687764705882353,NA,8.404738,7370.71428571429
"126","Africa","Liberia",57.3899564705882,3.94390764705882,286.094723529412,23.6117647058824,67.8745323529412,3654.25688235294,7.48192176470588,14.9315358823529,0.0830220588235294,1.873135,NA,460
"127","Americas","Panama",76.7451376470588,5.71836882352941,117.135570588235,26.2882352941176,92.3015429411765,3522.39147058824,6.85030352941176,23.1507076470588,0.0180285294117647,3.92369571428571,8.627905,12071.4285714286
"128","Americas","Uruguay",75.8674647058824,6.24929176470588,121.001582352941,26.5529411764706,98.02943,3354.02611764706,9.10728,21.3254964705882,0.0134929411764706,2.98031555555556,8.52897181818182,12948.5714285714
"129","Africa","Mauritania",61.7890947058824,0.00958764705882353,216.545588235294,24.3882352941176,54.3731782352941,3334.88229411765,4.20735,16.2923205882353,0.0674841176470588,2.96297818181818,NA,2324.28571428571
"130","Europe","Lithuania",72.5985282352941,12.9906370588235,199.331470588235,26.2411764705882,93.3365852941176,3209.24023529412,6.23272117647059,19.75685,0.00598941176470588,4.944979375,12.5097683333333,16396.4285714286
"131","Eastern Mediterranean","Oman",75.0430523529412,0.498258235294118,113.407847058824,25.8294117647059,82.74451375,3025.588,2.97141529411765,19.8181005882353,0.01102,4.00059888888889,7.941965,37436.1538461538
"132","Europe","Albania",74.4817741176471,4.80148941176471,101.579787058824,25.9058823529412,88.5264182352941,3007.96241176471,NA,19.5780611764706,0.0165097058823529,3.36915727272727,9.490005,7572.14285714286
"133","Africa","Eritrea",60.2940852941177,0.874585294117647,321.913294117647,20.4470588235294,49.3461564705882,2961.16770588235,4.13221235294118,15.6446188235294,0.0450288235294118,3.2117575,NA,1145.71428571429
"134","Europe","Armenia",73.2099941176471,3.74033176470588,134.331729411765,25.9647058823529,97.6119976470588,2950.03505882353,7.66472176470588,18.9351447058824,0.0190226470588235,2.77035411764706,11.1536266666667,5478.57142857143
"135","Eastern Mediterranean","Kuwait",73.8984129411765,0.0193935294117647,85.9518188235294,28.9058823529412,100,2811.23782352941,2.93961882352941,17.36728,0.00960558823529412,5.433982,6.57774285714286,88536.6666666667
"136","Americas","Jamaica",74.2476382352941,3.42767529411765,150.641488235294,26.6411764705882,91.9326129411765,2782.74582352941,5.10405235294118,21.6641635294118,0.0175961764705882,5.512133125,8.97414,7882
"137","Western Pacific","Mongolia",66.4709964705882,6.13559588235294,242.880835294118,25.2058823529412,73.2229547058824,2670.69888235294,4.08248823529412,16.0083423529412,0.0286161764705882,5.032035,9.678175,5215
"138","Europe","Latvia",72.32887,9.74698117647059,193.325129411765,26.1352941176471,98.1673747058824,2174.76182352941,5.75242117647059,19.2639623529412,0.00807235294117647,5.347405625,12.5917769230769,15278.5714285714
